user_id,gender,age,total,nb_tshirts,age_buckets,expenditure_buckets
8cc49c52cf,F,32.7967032967,16.7,1.0,30 to 40,0 to 100
8cc70a55be,M,113.423076923,16.7,1.0,60 and above,0 to 100
8cc8ac5e7a,M,56.521978022,33.4,2.0,40 to 60,0 to 100
8cc9eadee7,,51.0769230769,19.9,1.0,40 to 60,0 to 100
8cca9d8249,,113.423076923,19.9,1.0,60 and above,0 to 100
8cccdfa2e7,F,25.3351648352,16.7,1.0,20 to 30,0 to 100
8cd15185b9,F,46.7692307692,16.7,1.0,40 to 60,0 to 100
8cd25ecb65,F,113.423076923,16.7,1.0,60 and above,0 to 100
8cd54cd0d1,,28.3351648352,32.0,1.0,20 to 30,0 to 100
8cd8b5a16f,,23.8791208791,23.9,1.0,20 to 30,0 to 100
8cdb59ed44,M,26.739010989,16.7,1.0,20 to 30,0 to 100
8cde407150,F,20.1648351648,16.7,1.0,20 to 30,0 to 100
8ce1363525,M,50.3928571429,16.7,1.0,40 to 60,0 to 100
8ce2621e15,M,24.760989011,16.7,1.0,20 to 30,0 to 100
8ce5fe24fa,F,30.9120879121,23.9,1.0,30 to 40,0 to 100
8ce8c57f8d,,48.4835164835,19.9,1.0,40 to 60,0 to 100
8ceaada7cc,M,22.6126373626,19.9,1.0,20 to 30,0 to 100
8cf551b9aa,,113.423076923,19.9,1.0,60 and above,0 to 100
8cf6554931,M,70.1263736264,19.9,1.0,60 and above,0 to 100
8cf7c45561,,36.8791208791,23.9,1.0,30 to 40,0 to 100
8cf856aaf3,M,27.3571428571,23.9,1.0,20 to 30,0 to 100
8cf8ec89c5,M,32.4368131868,16.7,1.0,30 to 40,0 to 100
8cfab5bf9b,,33.9972527473,19.9,1.0,30 to 40,0 to 100
8cfcf2425c,M,31.467032967,25.0,1.0,30 to 40,0 to 100
8d016d1aaa,F,27.8653846154,19.9,1.0,20 to 30,0 to 100
8d026fc57e,M,24.3434065934,16.7,1.0,20 to 30,0 to 100
8d038c3151,M,29.7527472527,19.9,1.0,20 to 30,0 to 100
8d0c47f52b,F,21.8598901099,23.9,1.0,20 to 30,0 to 100
8d0ecfaee9,M,113.423076923,19.9,1.0,60 and above,0 to 100
8d0fe1d9ba,M,57.8379120879,16.7,1.0,40 to 60,0 to 100
8d1060d22d,,64.7692307692,23.9,1.0,60 and above,0 to 100
8d10e690a8,F,113.423076923,16.7,1.0,60 and above,0 to 100
8d11b0d5f3,M,32.25,16.7,1.0,30 to 40,0 to 100
8d1205c4a8,,64.2994505495,32.0,1.0,60 and above,0 to 100
8d1891183a,,32.7554945055,19.9,1.0,30 to 40,0 to 100
8d18e60e1f,M,38.7252747253,19.9,1.0,30 to 40,0 to 100
8d194112dd,,71.1236263736,25.0,1.0,60 and above,0 to 100
8d1a3026c0,,23.793956044,39.8,2.0,20 to 30,0 to 100
8d1a909225,F,56.3324175824,36.6,2.0,40 to 60,0 to 100
8d1b273736,M,31.9807692308,47.8,2.0,30 to 40,0 to 100
8d1d4d0f23,F,39.0357142857,16.7,1.0,30 to 40,0 to 100
8d1d8bda36,M,21.4972527473,16.7,1.0,20 to 30,0 to 100
8d202a2e63,,45.5,32.0,1.0,40 to 60,0 to 100
8d217f173c,M,61.010989011,23.9,1.0,60 and above,0 to 100
8d2435d91d,,113.423076923,25.0,1.0,60 and above,0 to 100
8d272060d2,,52.3296703297,59.7,3.0,40 to 60,0 to 100
8d29432fe8,M,25.2774725275,23.9,1.0,20 to 30,0 to 100
8d29f125d3,M,113.423076923,16.7,1.0,60 and above,0 to 100
8d2a678fb9,M,27.5247252747,23.9,1.0,20 to 30,0 to 100
8d2d16f9df,M,36.5054945055,19.9,1.0,30 to 40,0 to 100
8d2e4b11f1,M,27.0851648352,19.9,1.0,20 to 30,0 to 100
8d2ed7bf13,M,21.1401098901,16.7,1.0,20 to 30,0 to 100
8d302c836e,,34.4615384615,50.0,2.0,30 to 40,0 to 100
8d3bcce79d,F,36.7115384615,19.9,1.0,30 to 40,0 to 100
8d3fb39bcf,,34.8956043956,25.0,1.0,30 to 40,0 to 100
8d3ff2463c,,39.989010989,19.9,1.0,30 to 40,0 to 100
8d43481601,M,34.0686813187,19.9,1.0,30 to 40,0 to 100
8d434a5200,F,33.7554945055,16.7,1.0,30 to 40,0 to 100
8d43843143,M,32.4972527473,16.7,1.0,30 to 40,0 to 100
8d451c7550,F M,29.0989010989,33.4,2.0,20 to 30,0 to 100
8d46131910,M,32.717032967,79.6,4.0,30 to 40,0 to 100
8d4ca0a900,M,34.4175824176,19.9,1.0,30 to 40,0 to 100
8d4f0572d9,,49.0934065934,19.9,1.0,40 to 60,0 to 100
8d5068418c,F,32.8901098901,19.9,1.0,30 to 40,0 to 100
8d51c9bcbf,,30.4615384615,25.0,1.0,30 to 40,0 to 100
8d53320a9a,,44.228021978,23.9,1.0,40 to 60,0 to 100
8d5815692b,M,113.423076923,23.9,1.0,60 and above,0 to 100
8d584d8430,,28.771978022,23.9,1.0,20 to 30,0 to 100
8d5974414c,M,18.8351648352,39.8,2.0,0 to 20,0 to 100
8d59ad7e79,,113.423076923,25.0,1.0,60 and above,0 to 100
8d5d119a74,M,22.1346153846,16.7,1.0,20 to 30,0 to 100
8d5f50c38e,M,113.423076923,16.7,1.0,60 and above,0 to 100
8d60f87e20,M,38.2967032967,50.1,3.0,30 to 40,0 to 100
8d62d83c24,F,113.423076923,23.9,1.0,60 and above,0 to 100
8d633d7f2f,F,113.423076923,16.7,1.0,60 and above,0 to 100
8d63e691e2,M,19.9203296703,16.7,1.0,0 to 20,0 to 100
8d646fd0cb,M,44.7774725275,23.9,1.0,40 to 60,0 to 100
8d66548be4,M,42.7912087912,19.9,1.0,40 to 60,0 to 100
8d672095e4,,25.7967032967,19.9,1.0,20 to 30,0 to 100
8d6be413d2,F,60.3241758242,19.9,1.0,60 and above,0 to 100
8d72238b7b,M,28.5741758242,23.9,1.0,20 to 30,0 to 100
8d75756357,M,47.9065934066,39.8,2.0,40 to 60,0 to 100
8d78cfbd45,M,30.5274725275,16.7,1.0,30 to 40,0 to 100
8d7a765386,M,29.0851648352,19.9,1.0,20 to 30,0 to 100
8d7ef1f08a,M,43.8104395604,19.9,1.0,40 to 60,0 to 100
8d7f92ee6c,M,113.423076923,40.6,2.0,60 and above,0 to 100
8d8b384a47,F,35.9148351648,33.4,2.0,30 to 40,0 to 100
8d8c5bc52f,F,28.4395604396,66.8,4.0,20 to 30,0 to 100
8d8d01d069,,88.2225274725,23.9,1.0,60 and above,0 to 100
8d8dffce80,M,37.282967033,23.9,1.0,30 to 40,0 to 100
8d92c0f620,,41.7417582418,19.9,1.0,40 to 60,0 to 100
8d9bf6fd88,F,113.423076923,19.9,1.0,60 and above,0 to 100
8da2da98ea,,74.6483516484,23.9,1.0,60 and above,0 to 100
8da4faf3a8,,38.4945054945,19.9,1.0,30 to 40,0 to 100
8da61fb099,M,35.782967033,23.9,1.0,30 to 40,0 to 100
8da7670598,,34.7527472527,19.9,1.0,30 to 40,0 to 100
8da7bc7a9e,,34.4038461538,19.9,1.0,30 to 40,0 to 100
8da7fc4e19,F,38.3901098901,83.5,5.0,30 to 40,0 to 100
8dab264c6d,F,22.8241758242,16.7,1.0,20 to 30,0 to 100
8dac2715ff,M,29.3736263736,19.9,1.0,20 to 30,0 to 100
8dacf9aee9,,40.4862637363,25.0,1.0,40 to 60,0 to 100
8dafa97fca,M,25.0302197802,16.7,1.0,20 to 30,0 to 100
8db0ed97d7,F,23.8983516484,19.9,1.0,20 to 30,0 to 100
8db3e3ab82,,33.5631868132,32.0,1.0,30 to 40,0 to 100
8db5562463,M,113.423076923,23.9,1.0,60 and above,0 to 100
8dbc6a250c,,24.4725274725,25.0,1.0,20 to 30,0 to 100
8dbf62826c,M,27.7472527473,19.9,1.0,20 to 30,0 to 100
8dbfeb0022,M,28.4587912088,23.9,1.0,20 to 30,0 to 100
8dc43b6017,M,18.4450549451,19.9,1.0,0 to 20,0 to 100
8dc64530a7,M,34.6868131868,16.7,1.0,30 to 40,0 to 100
8dc672bba1,M,31.6840659341,16.7,1.0,30 to 40,0 to 100
8dc74385a2,M,23.3681318681,33.4,2.0,20 to 30,0 to 100
8dc90d217c,M,23.467032967,19.9,1.0,20 to 30,0 to 100
8dcc6ba50a,,54.217032967,19.9,1.0,40 to 60,0 to 100
8dd140691c,M,28.1428571429,44.9,2.0,20 to 30,0 to 100
8dd2f4beae,M,54.7005494505,19.9,1.0,40 to 60,0 to 100
8dd39f7bf4,M,48.532967033,33.4,2.0,40 to 60,0 to 100
8dd4b8fd00,F,32.7142857143,16.7,1.0,30 to 40,0 to 100
8dd722ad9c,,51.1126373626,32.0,1.0,40 to 60,0 to 100
8dd9aa90c5,M,113.423076923,16.7,1.0,60 and above,0 to 100
8ddaa2beab,M,23.7527472527,23.9,1.0,20 to 30,0 to 100
8ddb50edd1,,52.282967033,25.0,1.0,40 to 60,0 to 100
8de24e9b9d,F,113.423076923,33.4,2.0,60 and above,0 to 100
8debc91b3a,F,45.978021978,33.4,2.0,40 to 60,0 to 100
8dec06db25,M,113.423076923,19.9,1.0,60 and above,0 to 100
8dee44aa4f,M,37.3708791209,23.9,1.0,30 to 40,0 to 100
8deed0a879,M,26.4065934066,19.9,1.0,20 to 30,0 to 100
8df285ad6b,M,33.1923076923,16.7,1.0,30 to 40,0 to 100
8df2d8f343,,21.3516483516,23.9,1.0,20 to 30,0 to 100
8df477afeb,,52.7005494505,19.9,1.0,40 to 60,0 to 100
8df5e47bb4,M,113.423076923,79.6,4.0,60 and above,0 to 100
8df80709c9,F,47.8598901099,16.7,1.0,40 to 60,0 to 100
8dfba66789,F,47.3653846154,16.7,1.0,40 to 60,0 to 100
8dfbed77d6,F,32.043956044,16.7,1.0,30 to 40,0 to 100
8dfbf5238f,M,48.3296703297,23.9,1.0,40 to 60,0 to 100
8dfe022c07,M,27.5384615385,19.9,1.0,20 to 30,0 to 100
8e0081c6b6,F,39.8846153846,16.7,1.0,30 to 40,0 to 100
8e05d67652,F,113.423076923,16.7,1.0,60 and above,0 to 100
8e0f3fcc54,,31.3131868132,23.9,1.0,30 to 40,0 to 100
8e0f423f98,M,113.423076923,16.7,1.0,60 and above,0 to 100
8e119362e2,M,45.4532967033,19.9,1.0,40 to 60,0 to 100
8e156ec24a,M,26.1126373626,50.1,3.0,20 to 30,0 to 100
8e1cf13f00,F,23.6813186813,19.9,1.0,20 to 30,0 to 100
8e203a4c9d,,40.9010989011,23.9,1.0,40 to 60,0 to 100
8e231e2bf2,M,52.489010989,224.5,10.0,40 to 60,100 to 300
8e23aee6eb,F,28.9615384615,19.9,1.0,20 to 30,0 to 100
8e2f56d3fd,F,22.3131868132,16.7,1.0,20 to 30,0 to 100
8e2fb9fbb3,F,41.2115384615,33.4,2.0,40 to 60,0 to 100
8e369956da,,29.6813186813,23.9,1.0,20 to 30,0 to 100
8e36fa9aeb,,40.0357142857,23.9,1.0,40 to 60,0 to 100
8e3ff69489,F,26.3901098901,16.7,1.0,20 to 30,0 to 100
8e462f811e,,68.4587912088,25.0,1.0,60 and above,0 to 100
8e4d576e81,M,36.9258241758,19.9,1.0,30 to 40,0 to 100
8e4e20630a,F,26.706043956,16.7,1.0,20 to 30,0 to 100
8e503cb2c2,M,113.423076923,19.9,1.0,60 and above,0 to 100
8e5398e774,M,34.5521978022,16.7,1.0,30 to 40,0 to 100
8e580d6c0a,,33.8379120879,25.0,1.0,30 to 40,0 to 100
8e5822ce5b,M,42.293956044,19.9,1.0,40 to 60,0 to 100
8e5a0398da,F,53.3681318681,66.8,4.0,40 to 60,0 to 100
8e5a3bc558,,43.3021978022,19.9,1.0,40 to 60,0 to 100
8e5c433fad,F,39.8571428571,33.4,2.0,30 to 40,0 to 100
8e5d4ebb08,F,30.5961538462,33.4,2.0,30 to 40,0 to 100
8e61431295,F,36.5851648352,23.9,1.0,30 to 40,0 to 100
8e64fbaa91,,30.010989011,25.0,1.0,30 to 40,0 to 100
8e69f519a7,M,20.1236263736,16.7,1.0,20 to 30,0 to 100
8e6b1cd5a2,F,41.3131868132,39.8,2.0,40 to 60,0 to 100
8e6d384896,M,26.1016483516,23.9,1.0,20 to 30,0 to 100
8e6ec9b1a4,M,25.0,25.0,1.0,20 to 30,0 to 100
8e6f572f92,M,25.7225274725,19.9,1.0,20 to 30,0 to 100
8e707b4693,M,21.2225274725,16.7,1.0,20 to 30,0 to 100
8e769e109d,,28.6016483516,50.0,2.0,20 to 30,0 to 100
8e79850a77,,22.6373626374,23.9,1.0,20 to 30,0 to 100
8e7a1832f5,M,41.8543956044,16.7,1.0,40 to 60,0 to 100
8e7b380b9a,,34.3873626374,23.9,1.0,30 to 40,0 to 100
8e7bf03a11,M,50.2115384615,19.9,1.0,40 to 60,0 to 100
8e7dccd91b,M,24.5027472527,19.9,1.0,20 to 30,0 to 100
8e83399ae7,M,36.7692307692,33.4,2.0,30 to 40,0 to 100
8e85021d10,F,113.423076923,16.7,1.0,60 and above,0 to 100
8e85e6dfc6,,33.7527472527,50.0,2.0,30 to 40,0 to 100
8e90a5eb12,M,36.9945054945,44.9,2.0,30 to 40,0 to 100
8e951e2a50,M,113.423076923,16.7,1.0,60 and above,0 to 100
8e9521677c,F,60.6868131868,39.8,2.0,60 and above,0 to 100
8e9b7817cc,,63.7692307692,32.0,1.0,60 and above,0 to 100
8eabb8c9a9,F,113.423076923,16.7,1.0,60 and above,0 to 100
8ead476848,M,70.782967033,19.9,1.0,60 and above,0 to 100
8eaf1ef3dc,M,50.0467032967,25.0,1.0,40 to 60,0 to 100
8eb283e559,M,29.0467032967,16.7,1.0,20 to 30,0 to 100
8eb2c2aeb4,M,27.2692307692,16.7,1.0,20 to 30,0 to 100
8eb8c14637,,63.0274725275,47.8,2.0,60 and above,0 to 100
8ebc4899e7,M,113.423076923,16.7,1.0,60 and above,0 to 100
8ebd414647,M,32.2142857143,19.9,1.0,30 to 40,0 to 100
8ebdc6ee00,M,113.423076923,33.4,2.0,60 and above,0 to 100
8ebe109a25,,28.793956044,50.0,2.0,20 to 30,0 to 100
8ec7b80d04,F,53.7197802198,19.9,1.0,40 to 60,0 to 100
8ec81d4714,F,63.8571428571,16.7,1.0,60 and above,0 to 100
8ec8f55508,,26.7967032967,23.9,1.0,20 to 30,0 to 100
8ec9ad2413,,74.1538461538,19.9,1.0,60 and above,0 to 100
8ed3404e12,M,113.423076923,19.9,1.0,60 and above,0 to 100
8ed3510ad5,M,54.239010989,19.9,1.0,40 to 60,0 to 100
8ed6bc46b3,M,50.8406593407,23.9,1.0,40 to 60,0 to 100
8ed6f7039d,M,113.423076923,40.6,2.0,60 and above,0 to 100
8ed851848d,,30.5879120879,23.9,1.0,30 to 40,0 to 100
8ed8e5d1ab,M,113.423076923,16.7,1.0,60 and above,0 to 100
8ede175496,M,35.5741758242,19.9,1.0,30 to 40,0 to 100
8ede41c3e4,M,67.8681318681,19.9,1.0,60 and above,0 to 100
8ee0ff7b3b,M,22.1620879121,16.7,1.0,20 to 30,0 to 100
8ee2c86d2d,M,21.6456043956,16.7,1.0,20 to 30,0 to 100
8ee819054f,F,55.6291208791,16.7,1.0,40 to 60,0 to 100
8eea211341,,26.6868131868,23.9,1.0,20 to 30,0 to 100
8eeb9ae2bf,M,31.6401098901,16.7,1.0,30 to 40,0 to 100
8ef1275a9b,M,19.3076923077,16.7,1.0,0 to 20,0 to 100
8ef2446ee6,,39.4065934066,32.0,1.0,30 to 40,0 to 100
8ef3c987fb,M,25.510989011,19.9,1.0,20 to 30,0 to 100
8ef69ae2eb,F,43.3489010989,16.7,1.0,40 to 60,0 to 100
8ef985bef8,F,42.3681318681,23.9,1.0,40 to 60,0 to 100
8efa8a1af2,M,113.423076923,19.9,1.0,60 and above,0 to 100
8efb1d88be,F,21.2802197802,16.7,1.0,20 to 30,0 to 100
8efc39e40f,,37.7362637363,23.9,1.0,30 to 40,0 to 100
8efcbaeb9b,,22.1401098901,23.9,1.0,20 to 30,0 to 100
8efefc6a37,,46.8434065934,25.0,1.0,40 to 60,0 to 100
8eff4909a5,F,25.1840659341,16.7,1.0,20 to 30,0 to 100
8f00aafb64,,29.5989010989,25.0,1.0,20 to 30,0 to 100
8f03c237c5,M,47.1950549451,87.6,4.0,40 to 60,0 to 100
8f053e0284,,42.7692307692,23.9,1.0,40 to 60,0 to 100
8f06782830,M,26.6373626374,59.7,3.0,20 to 30,0 to 100
8f094c6375,M,52.5796703297,16.7,1.0,40 to 60,0 to 100
8f0a24a82a,,57.9423076923,25.0,1.0,40 to 60,0 to 100
8f0a7caa30,,14.3214285714,19.9,1.0,0 to 20,0 to 100
8f0bfbe140,M,64.3681318681,19.9,1.0,60 and above,0 to 100
8f0ea2a121,F,35.1868131868,16.7,1.0,30 to 40,0 to 100
8f1007eda8,F,62.8901098901,16.7,1.0,60 and above,0 to 100
8f12603c20,M,28.2692307692,19.9,1.0,20 to 30,0 to 100
8f15985675,M,38.9478021978,19.9,1.0,30 to 40,0 to 100
8f17335377,M,32.6813186813,16.7,1.0,30 to 40,0 to 100
8f1947aed5,M,35.6318681319,16.7,1.0,30 to 40,0 to 100
8f2126312b,M,24.5879120879,19.9,1.0,20 to 30,0 to 100
8f22a10cf4,,24.7994505495,47.8,2.0,20 to 30,0 to 100
8f2486b434,F,20.9615384615,16.7,1.0,20 to 30,0 to 100
8f2788b01b,M,43.8626373626,19.9,1.0,40 to 60,0 to 100
8f29a3b979,,34.793956044,25.0,1.0,30 to 40,0 to 100
8f2b94a3b5,,42.6593406593,19.9,1.0,40 to 60,0 to 100
8f2c67e0ce,,83.3159340659,25.0,1.0,60 and above,0 to 100
8f30285e63,F,20.5989010989,16.7,1.0,20 to 30,0 to 100
8f3042a384,M,40.1208791209,19.9,1.0,40 to 60,0 to 100
8f391d5330,M,36.6318681319,16.7,1.0,30 to 40,0 to 100
8f3c588016,M,26.3406593407,19.9,1.0,20 to 30,0 to 100
8f3dee7aeb,,56.9258241758,59.7,3.0,40 to 60,0 to 100
8f434bd3b1,F,30.6758241758,16.7,1.0,30 to 40,0 to 100
8f43785a4c,M,113.423076923,16.7,1.0,60 and above,0 to 100
8f4561e96b,M,32.521978022,644.1,30.0,30 to 40,600 and above
8f47ad0b6b,M,47.6181318681,95.6,4.0,40 to 60,0 to 100
8f4f82d009,M,113.423076923,16.7,1.0,60 and above,0 to 100
8f523c5209,,113.423076923,59.7,3.0,60 and above,0 to 100
8f532b403b,M,20.217032967,19.9,1.0,20 to 30,0 to 100
8f55468e87,F,42.0714285714,39.8,2.0,40 to 60,0 to 100
8f56c5963b,M,34.7692307692,16.7,1.0,30 to 40,0 to 100
8f5709e428,F,27.1318681319,16.7,1.0,20 to 30,0 to 100
8f5ab6b17e,M,29.7967032967,23.9,1.0,20 to 30,0 to 100
8f5d640d07,M,113.423076923,19.9,1.0,60 and above,0 to 100
8f5e159ea0,M,33.0521978022,16.7,1.0,30 to 40,0 to 100
8f5ed335ab,F,60.9615384615,16.7,1.0,60 and above,0 to 100
8f5ff84f70,,58.4642857143,25.0,1.0,40 to 60,0 to 100
8f6328bb4b,M,27.1483516484,19.9,1.0,20 to 30,0 to 100
8f63da9ac1,F,70.510989011,16.7,1.0,60 and above,0 to 100
8f6474d2bf,M,25.4505494505,19.9,1.0,20 to 30,0 to 100
8f66d34f71,F,37.2087912088,23.9,1.0,30 to 40,0 to 100
8f6a7528fa,M,113.423076923,25.0,1.0,60 and above,0 to 100
8f6d4d8729,F,29.9203296703,16.7,1.0,20 to 30,0 to 100
8f6d8ff015,,28.1813186813,19.9,1.0,20 to 30,0 to 100
8f6ea0b8e2,,23.4642857143,25.0,1.0,20 to 30,0 to 100
8f70b5836c,F,66.3626373626,16.7,1.0,60 and above,0 to 100
8f7182a57a,F,61.8461538462,19.9,1.0,60 and above,0 to 100
8f7395439d,M,113.423076923,19.9,1.0,60 and above,0 to 100
8f74a11342,,67.0576923077,25.0,1.0,60 and above,0 to 100
8f75ec22b7,F,18.043956044,19.9,1.0,0 to 20,0 to 100
8f7c5ea9b8,M,24.8351648352,16.7,1.0,20 to 30,0 to 100
8f7d8cace1,M,40.0137362637,33.4,2.0,40 to 60,0 to 100
8f7fed7729,,30.4917582418,23.9,1.0,30 to 40,0 to 100
8f80618f05,M,113.423076923,39.8,2.0,60 and above,0 to 100
8f80a22ae7,M,45.7692307692,19.9,1.0,40 to 60,0 to 100
8f8354d4bd,F,57.0357142857,16.7,1.0,40 to 60,0 to 100
8f872c8ca6,M,37.2774725275,19.9,1.0,30 to 40,0 to 100
8f8a09c777,F,50.3269230769,19.9,1.0,40 to 60,0 to 100
8f8b5eb32f,,35.4862637363,23.9,1.0,30 to 40,0 to 100
8f903a0121,F,46.1181318681,23.9,1.0,40 to 60,0 to 100
8f9102f0f6,M,113.423076923,79.6,4.0,60 and above,0 to 100
8f92d9484e,F,27.3956043956,66.8,4.0,20 to 30,0 to 100
8f96e866a1,M,42.1510989011,33.4,2.0,40 to 60,0 to 100
8f99c531cb,M,113.423076923,19.9,1.0,60 and above,0 to 100
8f99e42a0a,M,113.423076923,16.7,1.0,60 and above,0 to 100
8f9d070f17,,113.423076923,19.9,1.0,60 and above,0 to 100
8f9e2a12c9,,62.3818681319,23.9,1.0,60 and above,0 to 100
8f9f3fc203,,113.423076923,25.0,1.0,60 and above,0 to 100
8fa23c7168,F,39.5494505495,16.7,1.0,30 to 40,0 to 100
8fa295c516,M,113.423076923,39.8,2.0,60 and above,0 to 100
8fa2ca270f,,29.7994505495,19.9,1.0,20 to 30,0 to 100
8fa5775e69,F,37.2225274725,16.7,1.0,30 to 40,0 to 100
8fa6a07607,M,30.1428571429,39.8,2.0,30 to 40,0 to 100
8fab965679,F,21.0027472527,16.7,1.0,20 to 30,0 to 100
8fae7da976,,25.1785714286,25.0,1.0,20 to 30,0 to 100
8fae9ce9b7,F,36.6428571429,16.7,1.0,30 to 40,0 to 100
8fb00dc52a,M,47.7335164835,25.0,1.0,40 to 60,0 to 100
8fb259f714,M,113.423076923,16.7,1.0,60 and above,0 to 100
8fb869f496,,113.423076923,50.0,2.0,60 and above,0 to 100
8fbb8f10fe,M,23.4752747253,16.7,1.0,20 to 30,0 to 100
8fbd6829ad,,68.9148351648,25.0,1.0,60 and above,0 to 100
8fbe8cb200,M,37.1703296703,16.7,1.0,30 to 40,0 to 100
8fbf2971b4,M,38.7142857143,16.7,1.0,30 to 40,0 to 100
8fc1f66a01,M,55.6730769231,25.0,1.0,40 to 60,0 to 100
8fc6f241aa,M,18.6016483516,16.7,1.0,0 to 20,0 to 100
8fcba386c5,M,55.0796703297,23.9,1.0,40 to 60,0 to 100
8fcbdf8987,,29.5796703297,128.0,4.0,20 to 30,100 to 300
8fcc24eb18,M,34.6098901099,16.7,1.0,30 to 40,0 to 100
8fcf39e4f0,F,34.9697802198,16.7,1.0,30 to 40,0 to 100
8fd068664a,M,59.0357142857,33.4,2.0,40 to 60,0 to 100
8fd1311203,F,33.4478021978,16.7,1.0,30 to 40,0 to 100
8fd5050607,M,113.423076923,19.9,1.0,60 and above,0 to 100
8fd5da48f7,,31.2884615385,23.9,1.0,30 to 40,0 to 100
8fd8adc390,M,113.423076923,19.9,1.0,60 and above,0 to 100
8fdde90f56,M,23.9148351648,16.7,1.0,20 to 30,0 to 100
8fdf775956,M,60.7884615385,16.7,1.0,60 and above,0 to 100
8fe05ad75b,F,113.423076923,19.9,1.0,60 and above,0 to 100
8fe079a0a7,M,113.423076923,16.7,1.0,60 and above,0 to 100
8fe0eb21d1,,39.6813186813,19.9,1.0,30 to 40,0 to 100
8fe1d36c03,M,65.9065934066,16.7,1.0,60 and above,0 to 100
8fe24aa9b5,F,31.0659340659,19.9,1.0,30 to 40,0 to 100
8fe2ad2a72,,38.5631868132,32.0,1.0,30 to 40,0 to 100
8fe36c076a,M,54.7032967033,16.7,1.0,40 to 60,0 to 100
8fe4c1caeb,,41.8269230769,100.0,4.0,40 to 60,0 to 100
8fe58e769d,,32.2554945055,19.9,1.0,30 to 40,0 to 100
8fe61e448c,M,27.4175824176,109.8,6.0,20 to 30,100 to 300
8fe76eeea8,F,27.5521978022,23.9,1.0,20 to 30,0 to 100
8fe9bc18f8,M,23.0989010989,19.9,1.0,20 to 30,0 to 100
8ff28c1426,F,30.2912087912,19.9,1.0,30 to 40,0 to 100
8ff323c929,,60.4642857143,25.0,1.0,60 and above,0 to 100
8ffb8fd5d8,,23.7554945055,19.9,1.0,20 to 30,0 to 100
8ffbaa9d37,M,42.4148351648,19.9,1.0,40 to 60,0 to 100
90000f90c5,,52.9093406593,25.0,1.0,40 to 60,0 to 100
9006f149e7,M,113.423076923,19.9,1.0,60 and above,0 to 100
9007d92057,F,48.2747252747,33.4,2.0,40 to 60,0 to 100
90096c85df,,57.0906593407,19.9,1.0,40 to 60,0 to 100
900d6dc7e6,M,19.6538461538,16.7,1.0,0 to 20,0 to 100
9012254f09,,40.8763736264,23.9,1.0,40 to 60,0 to 100
90160bd053,,29.2445054945,25.0,1.0,20 to 30,0 to 100
9016415bda,,27.0467032967,25.0,1.0,20 to 30,0 to 100
9017f427e3,,43.6675824176,25.0,1.0,40 to 60,0 to 100
9018427f50,F,37.728021978,23.9,1.0,30 to 40,0 to 100
90184aac72,,20.0796703297,23.9,1.0,20 to 30,0 to 100
901aa06d4e,M,51.2994505495,16.7,1.0,40 to 60,0 to 100
901b1ca07a,M,28.7664835165,16.7,1.0,20 to 30,0 to 100
901ec70d74,F,47.739010989,19.9,1.0,40 to 60,0 to 100
9023b26180,M,113.423076923,16.7,1.0,60 and above,0 to 100
902458ff21,M,23.8901098901,16.7,1.0,20 to 30,0 to 100
90259b7f57,,27.1071428571,47.8,2.0,20 to 30,0 to 100
9025bb3fa1,F,22.5027472527,16.7,1.0,20 to 30,0 to 100
9025d8f30d,M,113.423076923,19.9,1.0,60 and above,0 to 100
9026e7d2ee,,22.3406593407,25.0,1.0,20 to 30,0 to 100
9027d63059,M,29.6263736264,19.9,1.0,20 to 30,0 to 100
902908591e,F,113.423076923,19.9,1.0,60 and above,0 to 100
902d63f52c,F,62.1785714286,23.9,1.0,60 and above,0 to 100
902ec34774,,34.2362637363,25.0,1.0,30 to 40,0 to 100
902fd4dbe4,,53.9752747253,19.9,1.0,40 to 60,0 to 100
9030de18b0,M,35.8736263736,16.7,1.0,30 to 40,0 to 100
9031f3a3a8,F,23.7225274725,33.4,2.0,20 to 30,0 to 100
9039e3d65c,M,33.5824175824,19.9,1.0,30 to 40,0 to 100
903b792fa9,M,113.423076923,16.7,1.0,60 and above,0 to 100
903caa7ce3,M,19.4368131868,19.9,1.0,0 to 20,0 to 100
903cb42b45,M,37.3653846154,19.9,1.0,30 to 40,0 to 100
903d408e21,M,62.7115384615,16.7,1.0,60 and above,0 to 100
9041a1d26e,F,35.1236263736,19.9,1.0,30 to 40,0 to 100
90425e0e85,M,30.5384615385,16.7,1.0,30 to 40,0 to 100
9042fb68bc,F,45.8269230769,33.4,2.0,40 to 60,0 to 100
90430c596f,,41.7664835165,23.9,1.0,40 to 60,0 to 100
9043471f9a,M,51.2802197802,16.7,1.0,40 to 60,0 to 100
90459a864d,F,30.1098901099,33.4,2.0,30 to 40,0 to 100
905000000000000,,27.3296703297,25.0,1.0,20 to 30,0 to 100
90540b7512,M,113.423076923,19.9,1.0,60 and above,0 to 100
90554651b9,,17.4917582418,25.0,1.0,0 to 20,0 to 100
905733932,F,29.6318681319,16.7,1.0,20 to 30,0 to 100
90584d9d08,M,17.8846153846,16.7,1.0,0 to 20,0 to 100
905f9df134,M,57.0906593407,23.9,1.0,40 to 60,0 to 100
9064264fa1,F,31.9203296703,19.9,1.0,30 to 40,0 to 100
