order_id,user_id,departement,birth,order_date,total,nb_tshirts,tshirt_price,order_year,order_month,order_day,order_hr,order_weekofyear,order_dayofweek,age,shirt_type,gender,color
TSG-1257498,786ee1f397,78,1899-12-30 00:00:00,2014-01-06 18:47:00,16.7,1.0,16.7,2014,1,6,18,2,0,113.423076923,T-Shirt,F,Black
TSG-1257505,27d84def1b,78,1995-08-25 00:00:00,2014-07-07 15:11:00,16.7,1.0,16.7,2014,7,7,15,28,0,17.4450549451,T-Shirt,M,Black
TSG-1257507,da2da557f7,75,1981-05-07 00:00:00,2014-03-08 14:03:00,19.9,1.0,19.9,2014,3,8,14,10,5,31.793956044,T-Shirt,F,Black
TSG-1257508,991b7216c8,40,1975-05-06 00:00:00,2014-07-31 10:06:00,23.9,1.0,23.9,2014,7,31,10,31,3,37.8186813187,Tennis Shirt,,
TSG-1257514,29b9e24815,79,1899-12-30 00:00:00,2013-12-15 22:30:00,19.9,1.0,19.9,2013,12,15,22,50,6,113.423076923,Hoodie,,
TSG-1257515,b3b79400ad,64,1990-05-16 00:00:00,2013-08-12 12:48:00,19.9,1.0,19.9,2013,8,12,12,33,0,22.739010989,T-Shirt,M,Black
TSG-1257521,6ad6877db8,92,1974-07-31 00:00:00,2014-05-06 09:00:00,16.7,1.0,16.7,2014,5,6,9,19,1,38.5851648352,T-Shirt,F,Black
TSG-1257529,62047d76b5,35,1987-08-05 00:00:00,2014-11-02 00:25:00,23.9,1.0,23.9,2014,11,2,0,44,6,25.5274725275,Tennis Shirt,,
TSG-1257536,dcfee5d8e9,80,1982-12-16 00:00:00,2014-02-20 20:59:00,19.9,1.0,19.9,2014,2,20,20,8,3,30.1785714286,T-Shirt,M,White
TSG-1257540,848d59aae9,94,1976-11-24 00:00:00,2014-06-07 18:13:00,23.9,1.0,23.9,2014,6,7,18,23,5,36.2582417582,T-Shirt,M,White
TSG-1257544,09ef1184b6,76,1991-02-04 00:00:00,2014-05-15 10:45:00,16.7,1.0,16.7,2014,5,15,10,20,3,22.0137362637,T-Shirt,F,Black
TSG-1257548,5bdf57646d,66,1989-12-31 00:00:00,2013-12-16 19:58:00,23.9,1.0,23.9,2013,12,16,19,51,0,23.1126373626,T-Shirt,M,White
TSG-1257549,fed5a1c943,22,1982-02-22 00:00:00,2014-04-08 15:37:00,19.9,1.0,19.9,2014,4,8,15,15,1,30.9945054945,Hoodie,,
TSG-1257550,dc742f1af3,33,1984-01-01 00:00:00,2013-09-12 19:52:00,19.9,1.0,19.9,2013,9,12,19,37,3,29.1318681319,T-Shirt,F,Black
TSG-1257553,a5043cf43f,42,1953-10-28 00:00:00,2013-06-12 09:13:00,47.8,2.0,23.9,2013,6,12,9,24,2,59.4120879121,T-Shirt,M,White
TSG-1257561,a35cdd8cc8,13,1899-12-30 00:00:00,2014-11-06 16:29:00,25.0,1.0,25.0,2014,11,6,16,45,3,113.423076923,Hoodie,,
TSG-1257562,1740fb781a,7,1987-08-12 00:00:00,2013-12-13 01:09:00,33.4,2.0,16.7,2013,12,13,1,50,4,25.5082417582,T-Shirt,M,Black
TSG-1257566,88c8aee064,25,1962-09-23 00:00:00,2013-12-12 10:10:00,47.8,2.0,23.9,2013,12,12,10,50,3,50.478021978,T-Shirt,M,White
TSG-1257567,9d40a5e91e,28,1984-12-30 00:00:00,2014-01-13 13:15:00,16.7,1.0,16.7,2014,1,13,13,3,0,28.1318681319,T-Shirt,M,Black
TSG-1257572,242f8658ef,27,1970-03-25 00:00:00,2014-04-03 09:15:00,23.9,1.0,23.9,2014,4,3,9,14,3,42.9505494505,T-Shirt,M,White
TSG-1257573,1ecff9c10c,30,1980-03-19 00:00:00,2013-12-17 09:57:00,23.9,1.0,23.9,2013,12,17,9,51,1,32.9313186813,T-Shirt,M,White
TSG-1257575,395266c8e5,34,1977-06-21 00:00:00,2014-08-07 10:48:00,16.7,1.0,16.7,2014,8,7,10,32,3,35.6840659341,T-Shirt,F,White
TSG-1257579,31a021d0d7,44,1964-02-25 00:00:00,2013-12-12 11:27:00,23.9,1.0,23.9,2013,12,12,11,50,3,49.0494505495,Hoodie,,
TSG-1257582,2b3361de11,70,1975-11-01 00:00:00,2013-02-12 22:02:00,16.7,1.0,16.7,2013,2,12,22,7,1,37.3269230769,T-Shirt,F,Black
TSG-1257589,3a07cdc514,13,1943-12-17 00:00:00,2014-02-26 10:44:00,19.9,1.0,19.9,2014,2,26,10,9,2,69.3104395604,Hoodie,,
TSG-1257591,5ef0800318,40,1983-06-15 00:00:00,2013-12-20 19:52:00,16.7,1.0,16.7,2013,12,20,19,51,4,29.6813186813,T-Shirt,M,Black
TSG-1257594,f1f42332ef,40,1984-06-06 00:00:00,2014-02-25 22:19:00,19.9,1.0,19.9,2014,2,25,22,9,1,28.7005494505,T-Shirt,F,Black
TSG-1257599,a6465322b1,93,1899-12-30 00:00:00,2013-03-12 09:45:00,16.7,1.0,16.7,2013,3,12,9,11,1,113.423076923,T-Shirt,M,Black
TSG-1257602,a5059a6c11,78,1972-10-26 00:00:00,2014-05-18 22:36:00,19.9,1.0,19.9,2014,5,18,22,20,6,40.3516483516,T-Shirt,M,White
TSG-1257608,98eac99ae2,42,1994-09-11 00:00:00,2013-12-15 18:46:00,19.9,1.0,19.9,2013,12,15,18,50,6,18.4010989011,T-Shirt,F,Black
TSG-1257611,d11193c11c,1,1975-08-09 00:00:00,2014-06-27 15:59:00,25.0,1.0,25.0,2014,6,27,15,26,4,37.5576923077,Hoodie,,
TSG-1257624,0e004c219c,1,1973-07-26 00:00:00,2014-04-06 11:41:00,16.7,1.0,16.7,2014,4,6,11,14,6,39.6016483516,T-Shirt,F,White
TSG-1257625,a12a666237,85,1977-03-03 00:00:00,2014-08-22 21:34:00,23.9,1.0,23.9,2014,8,22,21,34,4,35.9862637363,Hoodie,,
TSG-1257626,b014ba31a5,82,1994-10-22 00:00:00,2013-12-12 17:45:00,16.7,1.0,16.7,2013,12,12,17,50,3,18.2884615385,T-Shirt,M,Black
TSG-1257627,f048973cb9,42,1983-12-10 00:00:00,2013-12-18 17:24:00,23.9,1.0,23.9,2013,12,18,17,51,2,29.1923076923,T-Shirt,F,White
TSG-1257629,cf7a4f0a68,95,1974-02-23 00:00:00,2013-10-12 12:14:00,16.7,1.0,16.7,2013,10,12,12,41,5,39.0192307692,T-Shirt,F,Black
TSG-1257631,2f1b46a7ac,77,1948-01-12 00:00:00,2013-12-14 16:08:00,19.9,1.0,19.9,2013,12,14,16,50,5,65.2252747253,T-Shirt,M,White
TSG-1257633,c02433c613,31,1973-05-02 00:00:00,2014-08-16 16:27:00,32.0,1.0,32.0,2014,8,16,16,33,5,39.8351648352,Hoodie,,
TSG-1257635,ac3e2f2f65,43,1971-08-27 00:00:00,2014-05-21 15:26:00,23.9,1.0,23.9,2014,5,21,15,21,2,41.521978022,T-Shirt,M,White
TSG-1257636,7708ef8802,92,1972-08-28 00:00:00,2014-04-06 20:38:00,23.9,1.0,23.9,2014,4,6,20,14,6,40.5137362637,T-Shirt,F,White
TSG-1257639,df1fb7d94f,94,1983-01-19 00:00:00,2014-01-23 17:04:00,19.9,1.0,19.9,2014,1,23,17,4,3,30.0851648352,T-Shirt,F,Black
TSG-1257642,940b3b182b,33,1972-06-21 00:00:00,2013-04-12 14:12:00,16.7,1.0,16.7,2013,4,12,14,15,4,40.7005494505,T-Shirt,F,Black
TSG-1257643,a01c032600,38,1899-12-30 00:00:00,2013-02-12 16:32:00,33.4,2.0,16.7,2013,2,12,16,7,1,113.423076923,T-Shirt,F,Black
TSG-1257644,d91db6f9c9,1,1983-07-04 00:00:00,2013-12-14 12:57:00,33.4,2.0,16.7,2013,12,14,12,50,5,29.6291208791,T-Shirt,M,Black
TSG-1257647,4f5883344e,92,1987-09-08 00:00:00,2014-05-14 14:57:00,19.9,1.0,19.9,2014,5,14,14,20,2,25.4340659341,Hoodie,,
TSG-1257648,edafc3c7cb,93,1951-09-20 00:00:00,2013-12-21 10:54:00,16.7,1.0,16.7,2013,12,21,10,51,5,61.5247252747,T-Shirt,M,Black
TSG-1257649,1821726728,92,1974-09-04 00:00:00,2014-04-04 18:28:00,16.7,1.0,16.7,2014,4,4,18,14,4,38.489010989,T-Shirt,F,White
TSG-1257656,bcf2f66f66,91,1991-03-25 00:00:00,2013-11-12 15:52:00,19.9,1.0,19.9,2013,11,12,15,46,1,21.8791208791,T-Shirt,M,White
TSG-1257661,6a4a935dc2,60,1993-10-29 00:00:00,2014-02-02 21:59:00,23.9,1.0,23.9,2014,2,2,21,5,6,19.271978022,Tennis Shirt,,
TSG-1257668,b122987f69,75,1979-02-09 00:00:00,2013-12-12 18:39:00,25.0,1.0,25.0,2013,12,12,18,50,3,34.0412087912,Hoodie,,
TSG-1257678,05deb3b614,36,1988-07-12 00:00:00,2014-11-08 13:22:00,16.7,1.0,16.7,2014,11,8,13,45,5,24.5879120879,T-Shirt,M,Black
TSG-1257680,4404fad840,34,1989-03-23 00:00:00,2013-12-16 17:01:00,23.9,1.0,23.9,2013,12,16,17,51,0,23.8901098901,Tennis Shirt,,
TSG-1257681,c7c47a92b7,95,1963-05-30 00:00:00,2013-11-30 21:51:00,39.8,2.0,19.9,2013,11,30,21,48,5,49.793956044,T-Shirt,M,Black
TSG-1257684,77049970d0,78,1986-01-05 00:00:00,2013-11-12 21:51:00,19.9,1.0,19.9,2013,11,12,21,46,1,27.1126373626,Hoodie,,
TSG-1257698,a676bbac03,69,1988-12-31 00:00:00,2013-12-30 17:46:00,23.9,1.0,23.9,2013,12,30,17,1,0,24.1153846154,T-Shirt,M,White
TSG-1257705,247118137b,13,1987-07-05 00:00:00,2013-12-13 11:51:00,16.7,1.0,16.7,2013,12,13,11,50,4,25.6126373626,T-Shirt,M,White
TSG-1257707,3796663154,13,1899-12-30 00:00:00,2013-11-12 17:41:00,75.0,3.0,25.0,2013,11,12,17,46,1,113.423076923,Hoodie,,
TSG-1257708,3a139066dc,27,1991-10-07 00:00:00,2013-12-17 10:57:00,25.0,1.0,25.0,2013,12,17,10,51,1,21.3406593407,Hoodie,,
TSG-1257713,d6b78f03af,13,1987-10-31 00:00:00,2014-07-02 11:09:00,23.9,1.0,23.9,2014,7,2,11,27,2,25.2884615385,T-Shirt,M,White
TSG-1257714,2c911db2b4,70,1958-12-26 00:00:00,2014-07-17 10:23:00,25.0,1.0,25.0,2014,7,17,10,29,3,54.2335164835,Hoodie,,
TSG-1257716,c1fd820269,38,1945-07-05 00:00:00,2014-11-02 08:50:00,16.7,1.0,16.7,2014,11,2,8,44,6,67.7554945055,T-Shirt,M,Black
TSG-1257718,9bfed01d8a,83,1981-11-18 00:00:00,2014-07-01 18:09:00,16.7,1.0,16.7,2014,7,1,18,27,1,31.2582417582,T-Shirt,M,Black
TSG-1257727,39bda392d0,69,1986-02-26 00:00:00,2013-05-12 19:08:00,16.7,1.0,16.7,2013,5,12,19,19,6,26.9697802198,T-Shirt,F,Black
TSG-1257729,dc64faddb1,38,1992-12-23 00:00:00,2013-09-12 11:07:00,19.9,1.0,19.9,2013,9,12,11,37,3,20.1236263736,T-Shirt,M,White
TSG-1257732,71c9d3ca39,13,1961-10-13 00:00:00,2014-07-14 22:13:00,50.0,2.0,25.0,2014,7,14,22,29,0,51.4258241758,Hoodie,,
TSG-1257733,1869ea18e7,75,1981-06-23 00:00:00,2014-03-16 17:52:00,16.7,1.0,16.7,2014,3,16,17,11,6,31.6648351648,T-Shirt,M,Black
TSG-1257734,5729333c58,37,1986-06-26 00:00:00,2014-06-01 14:15:00,19.9,1.0,19.9,2014,6,1,14,22,6,26.6401098901,Hoodie,,
TSG-1257735,1297f805e3,67,1978-07-08 00:00:00,2014-07-06 16:41:00,32.0,1.0,32.0,2014,7,6,16,27,6,34.6346153846,Hoodie,,
TSG-1257737,7e5a34a0fa,6,1972-05-12 00:00:00,2014-06-15 20:55:00,19.9,1.0,19.9,2014,6,15,20,24,6,40.8104395604,T-Shirt,M,Black
TSG-1257738,8983ec008e,77,1982-05-28 00:00:00,2013-06-12 14:03:00,23.9,1.0,23.9,2013,6,12,14,24,2,30.7335164835,T-Shirt,M,White
TSG-1257739,54b0c0a358,44,1899-12-30 00:00:00,2014-04-13 21:16:00,25.0,1.0,25.0,2014,4,13,21,15,6,113.423076923,Tennis Shirt,,
TSG-1257744,94b50b5bfa,38,1977-11-29 00:00:00,2014-03-17 10:40:00,16.7,1.0,16.7,2014,3,17,10,12,0,35.2417582418,T-Shirt,F,White
TSG-1257745,786b9e0115,69,1985-11-13 00:00:00,2013-03-12 16:29:00,33.4,2.0,16.7,2013,3,12,16,11,1,27.2582417582,T-Shirt,M,White
TSG-1257748,6b7d49f10a,37,1982-01-20 00:00:00,2013-12-12 18:41:00,25.0,1.0,25.0,2013,12,12,18,50,3,31.0851648352,Hoodie,,
TSG-1257755,eb0ab5d8fc,85,1965-10-07 00:00:00,2013-08-12 16:14:00,66.8,4.0,16.7,2013,8,12,16,33,0,47.4285714286,T-Shirt,M,White
TSG-1257758,d42aa3ba33,17,1987-08-06 00:00:00,2014-03-24 11:05:00,19.9,1.0,19.9,2014,3,24,11,13,0,25.5247252747,T-Shirt,M,White
TSG-1257759,321ad8ccad,84,1986-01-12 00:00:00,2014-07-21 21:24:00,19.9,1.0,19.9,2014,7,21,21,30,0,27.0934065934,T-Shirt,M,White
TSG-1257760,3a48838674,67,1971-05-18 00:00:00,2014-02-08 20:51:00,25.0,1.0,25.0,2014,2,8,20,6,5,41.7994505495,T-Shirt,M,White
TSG-1257762,7f62a98a02,78,1975-02-15 00:00:00,2014-06-13 12:40:00,23.9,1.0,23.9,2014,6,13,12,24,4,38.0384615385,T-Shirt,M,White
TSG-1257763,e96d3f59bc,37,1899-12-30 00:00:00,2013-05-12 17:40:00,19.9,1.0,19.9,2013,5,12,17,19,6,113.423076923,T-Shirt,M,White
TSG-1257769,f4befd836e,39,1940-08-31 00:00:00,2014-07-27 10:28:00,19.9,1.0,19.9,2014,7,27,10,30,6,72.6153846154,T-Shirt,M,White
TSG-1257772,13e79e79a5,35,1993-10-29 00:00:00,2014-11-09 11:57:00,19.9,1.0,19.9,2014,11,9,11,45,6,19.271978022,T-Shirt,F,White
TSG-1257774,6a466c08bb,95,1977-02-14 00:00:00,2014-01-25 16:15:00,16.7,1.0,16.7,2014,1,25,16,4,5,36.032967033,T-Shirt,F,Black
TSG-1257776,649e9bfbdc,44,1980-10-24 00:00:00,2014-01-06 21:10:00,33.4,2.0,16.7,2014,1,6,21,2,0,32.3296703297,T-Shirt,M,White
TSG-1257777,b5ed26c5cd,49,1972-01-31 00:00:00,2013-12-12 15:08:00,39.8,2.0,19.9,2013,12,12,15,50,3,41.0906593407,Hoodie,,
TSG-1257778,6244557091,31,1987-06-30 00:00:00,2014-03-25 21:11:00,16.7,1.0,16.7,2014,3,25,21,13,1,25.6263736264,T-Shirt,M,Black
TSG-1257780,26b9cf47ab,9,1984-12-07 00:00:00,2014-06-04 18:55:00,25.0,1.0,25.0,2014,6,4,18,23,2,28.1950549451,Hoodie,,
TSG-1257781,948ac6c99a,42,1899-12-30 00:00:00,2014-01-25 14:51:00,33.4,2.0,16.7,2014,1,25,14,4,5,113.423076923,T-Shirt,F,White
TSG-1257783,04623c353b,74,1982-09-22 00:00:00,2014-10-08 10:58:00,19.9,1.0,19.9,2014,10,8,10,41,2,30.4120879121,T-Shirt,M,White
TSG-1257789,ebb2420d41,93,1949-01-17 00:00:00,2014-12-08 18:53:00,19.9,1.0,19.9,2014,12,8,18,50,0,64.206043956,Hoodie,,
TSG-1257792,a026e34556,13,1970-09-15 00:00:00,2013-05-12 22:26:00,33.4,2.0,16.7,2013,5,12,22,19,6,42.4725274725,T-Shirt,M,Black
TSG-1257794,1616df0939,4,1899-12-30 00:00:00,2014-09-22 15:11:00,16.7,1.0,16.7,2014,9,22,15,39,0,113.423076923,T-Shirt,M,Black
TSG-1257795,e72c7ed7a1,44,1994-10-04 00:00:00,2013-12-21 19:11:00,16.7,1.0,16.7,2013,12,21,19,51,5,18.3379120879,T-Shirt,F,Black
TSG-1257799,20cb17511c,19,1973-06-23 00:00:00,2013-12-22 11:09:00,23.9,1.0,23.9,2013,12,22,11,51,6,39.6923076923,Hoodie,,
TSG-1257800,0f6e4d3e4f,35,1992-04-28 00:00:00,2013-03-12 19:52:00,23.9,1.0,23.9,2013,3,12,19,11,1,20.7802197802,T-Shirt,M,White
TSG-1257819,7c21dc1bd8,80,1969-12-17 00:00:00,2013-10-12 21:57:00,23.9,1.0,23.9,2013,10,12,21,41,5,43.2197802198,Hoodie,,
TSG-1257826,fd1c23f45d,93,1994-12-01 00:00:00,2014-07-28 00:26:00,25.0,1.0,25.0,2014,7,28,0,31,0,18.1785714286,Tennis Shirt,,
TSG-1257828,3b487900d2,13,1937-12-28 00:00:00,2014-06-13 20:48:00,16.7,1.0,16.7,2014,6,13,20,24,4,75.2994505495,T-Shirt,F,Black
TSG-1257829,5e457bde22,55,1963-09-29 00:00:00,2013-01-12 23:16:00,16.7,1.0,16.7,2013,1,12,23,2,5,49.4587912088,T-Shirt,M,Black
TSG-1257831,4a80616d6d,92,1994-06-16 00:00:00,2013-08-12 17:05:00,19.9,1.0,19.9,2013,8,12,17,33,0,18.6401098901,T-Shirt,M,White
TSG-1257838,42ef2056fc,22,1981-02-16 00:00:00,2013-04-12 15:37:00,19.9,1.0,19.9,2013,4,12,15,15,4,32.0137362637,Hoodie,,
TSG-1257846,3ff5ad8918,92,1977-07-23 00:00:00,2014-02-15 21:25:00,19.9,1.0,19.9,2014,2,15,21,7,5,35.5961538462,T-Shirt,M,White
TSG-1257847,5b4ba3be4a,21,1959-08-08 00:00:00,2014-06-13 14:49:00,19.9,1.0,19.9,2014,6,13,14,24,4,53.6153846154,T-Shirt,M,White
TSG-1257849,5d5219f1bc,,1980-07-20 00:00:00,2013-12-13 09:43:00,39.8,2.0,19.9,2013,12,13,9,50,4,32.5934065934,Hoodie,,
TSG-1257850,51767481ce,80,1958-04-19 00:00:00,2014-06-01 16:04:00,19.9,1.0,19.9,2014,6,1,16,22,6,54.9230769231,T-Shirt,F,Black
TSG-1257853,e04a34f166,77,1977-06-21 00:00:00,2013-12-12 22:08:00,23.9,1.0,23.9,2013,12,12,22,50,3,35.6840659341,T-Shirt,M,White
TSG-1257855,dbbd80f36b,91,1899-12-30 00:00:00,2013-07-12 14:45:00,33.4,2.0,16.7,2013,7,12,14,28,4,113.423076923,T-Shirt,M,Black
TSG-1257857,705d636010,51,1986-10-31 00:00:00,2013-12-19 17:50:00,23.9,1.0,23.9,2013,12,19,17,51,3,26.2912087912,T-Shirt,F,Black
TSG-1257860,3c7ba2af3a,57,1978-08-17 00:00:00,2014-09-07 16:18:00,16.7,1.0,16.7,2014,9,7,16,36,6,34.5247252747,T-Shirt,F,White
TSG-1257861,a63af58d4d,44,1899-12-30 00:00:00,2013-11-12 21:45:00,23.9,1.0,23.9,2013,11,12,21,46,1,113.423076923,T-Shirt,M,White
TSG-1257867,a44188d074,57,1965-01-21 00:00:00,2013-10-12 20:39:00,19.9,1.0,19.9,2013,10,12,20,41,5,48.1401098901,Hoodie,,
TSG-1257871,366ed8562c,44,1978-02-11 00:00:00,2013-12-26 18:58:00,33.4,2.0,16.7,2013,12,26,18,52,3,35.0384615385,T-Shirt,M,Black
TSG-1257877,f38ee9a449,71,1955-05-27 00:00:00,2014-12-02 18:14:00,16.7,1.0,16.7,2014,12,2,18,49,1,57.8296703297,T-Shirt,F,Black
TSG-1257878,cebe8645f7,67,1899-12-30 00:00:00,2014-06-26 17:27:00,16.7,1.0,16.7,2014,6,26,17,26,3,113.423076923,T-Shirt,M,White
TSG-1257879,664d0a48dc,60,1956-07-08 00:00:00,2014-09-28 11:38:00,19.9,1.0,19.9,2014,9,28,11,39,6,56.7087912088,Hoodie,,
TSG-1257886,f39bd73862,91,1899-12-30 00:00:00,2014-01-23 18:48:00,25.0,1.0,25.0,2014,1,23,18,4,3,113.423076923,Hoodie,,
TSG-1257890,8b786a9bfc,74,1899-12-30 00:00:00,2013-12-17 12:01:00,19.9,1.0,19.9,2013,12,17,12,51,1,113.423076923,Hoodie,,
TSG-1257892,0a3cc0dec7,76,1989-11-06 00:00:00,2013-09-12 12:25:00,16.7,1.0,16.7,2013,9,12,12,37,3,23.2637362637,T-Shirt,M,Black
TSG-1257893,b4d9e1c88f,91,1899-12-30 00:00:00,2013-12-21 14:26:00,19.9,1.0,19.9,2013,12,21,14,51,5,113.423076923,Hoodie,,
TSG-1257896,8b29fff6e8,40,1899-12-30 00:00:00,2013-07-12 22:13:00,23.9,1.0,23.9,2013,7,12,22,28,4,113.423076923,T-Shirt,M,White
TSG-1257897,05570c0b38,77,1986-07-12 00:00:00,2014-02-24 13:03:00,19.9,1.0,19.9,2014,2,24,13,9,0,26.5961538462,T-Shirt,M,Black
TSG-1257899,0d4a81ef4d,69,1986-06-10 00:00:00,2013-02-12 18:48:00,23.9,1.0,23.9,2013,2,12,18,7,1,26.6840659341,T-Shirt,M,White
TSG-1257904,a76a201644,68,1973-09-15 00:00:00,2014-06-02 15:26:00,16.7,1.0,16.7,2014,6,2,15,23,0,39.4615384615,T-Shirt,M,Black
TSG-1257908,b56b3519f3,6,1899-12-30 00:00:00,2013-03-12 11:06:00,19.9,1.0,19.9,2013,3,12,11,11,1,113.423076923,Hoodie,,
TSG-1257910,91e3d0e56f,14,1987-07-20 00:00:00,2014-06-18 00:48:00,16.7,1.0,16.7,2014,6,18,0,25,2,25.5714285714,T-Shirt,F,White
TSG-1257911,da76641630,1,1974-03-29 00:00:00,2014-03-13 19:43:00,19.9,1.0,19.9,2014,3,13,19,11,3,38.9258241758,T-Shirt,M,White
TSG-1257916,86fb79ae09,34,1972-07-19 00:00:00,2014-05-07 18:35:00,19.9,1.0,19.9,2014,5,7,18,19,2,40.6236263736,T-Shirt,M,White
TSG-1257917,cb30e92b78,54,1899-12-30 00:00:00,2013-12-21 18:52:00,19.9,1.0,19.9,2013,12,21,18,51,5,113.423076923,T-Shirt,M,White
TSG-1257918,61734f6a4b,59,1899-12-30 00:00:00,2013-12-14 12:39:00,23.9,1.0,23.9,2013,12,14,12,50,5,113.423076923,Tennis Shirt,,
TSG-1257923,600f6f0571,68,1899-12-30 00:00:00,2014-06-21 08:06:00,19.9,1.0,19.9,2014,6,21,8,25,5,113.423076923,T-Shirt,M,White
TSG-1257925,21af74d2c8,78,1989-02-16 00:00:00,2013-06-12 09:47:00,39.8,2.0,19.9,2013,6,12,9,24,2,23.9862637363,T-Shirt,M,Black
TSG-1257926,1966679f23,77,1977-07-09 00:00:00,2014-12-06 12:06:00,19.9,1.0,19.9,2014,12,6,12,49,5,35.6346153846,Hoodie,,
TSG-1257933,ba7401d084,81,1963-05-04 00:00:00,2013-12-22 21:12:00,19.9,1.0,19.9,2013,12,22,21,51,6,49.8653846154,T-Shirt,M,White
TSG-1257938,2b7d6db079,18,1899-12-30 00:00:00,2014-06-22 19:05:00,19.9,1.0,19.9,2014,6,22,19,25,6,113.423076923,Hoodie,,
TSG-1257939,1064b9b545,77,1996-01-19 00:00:00,2014-03-22 20:22:00,16.7,1.0,16.7,2014,3,22,20,12,5,17.0412087912,T-Shirt,M,Black
TSG-1257943,9e382f9b1e,77,1982-01-23 00:00:00,2013-12-15 01:30:00,19.9,1.0,19.9,2013,12,15,1,50,6,31.0769230769,T-Shirt,M,White
TSG-1257944,5f3e50bafa,83,1899-12-30 00:00:00,2014-08-06 12:02:00,71.7,3.0,23.9,2014,8,6,12,32,2,113.423076923,T-Shirt,M,White
TSG-1257945,e23e0987a9,60,1953-04-19 00:00:00,2013-12-21 15:17:00,19.9,1.0,19.9,2013,12,21,15,51,5,59.9395604396,Hoodie,,
TSG-1257947,b0bf10905e,78,1975-08-12 00:00:00,2014-05-08 14:53:00,16.7,1.0,16.7,2014,5,8,14,19,3,37.5494505495,T-Shirt,F,White
TSG-1257948,503e03cd0e,38,1899-12-30 00:00:00,2014-01-07 13:57:00,16.7,1.0,16.7,2014,1,7,13,2,1,113.423076923,T-Shirt,F,Black
TSG-1257950,83cb13a0e8,74,1975-03-29 00:00:00,2013-11-29 18:01:00,71.7,3.0,23.9,2013,11,29,18,48,4,37.9230769231,T-Shirt,M,White
TSG-1257956,ad12d8c0d9,31,1959-04-02 00:00:00,2013-12-15 20:33:00,19.9,1.0,19.9,2013,12,15,20,50,6,53.967032967,T-Shirt,M,Black
TSG-1257963,74c39e038c,69,1987-05-01 00:00:00,2014-04-27 18:28:00,16.7,1.0,16.7,2014,4,27,18,17,6,25.7912087912,T-Shirt,F,Black
TSG-1257975,676f462902,93,1899-12-30 00:00:00,2014-03-17 18:41:00,16.7,1.0,16.7,2014,3,17,18,12,0,113.423076923,T-Shirt,M,Black
TSG-1257979,435bbcb1c4,73,1996-01-08 00:00:00,2014-07-02 17:41:00,16.7,1.0,16.7,2014,7,2,17,27,2,17.0714285714,T-Shirt,M,White
TSG-1257983,7213bd87aa,15,1899-12-30 00:00:00,2013-05-12 07:36:00,71.7,3.0,23.9,2013,5,12,7,19,6,113.423076923,T-Shirt,M,White
TSG-1257986,c87dac24c6,17,1956-01-25 00:00:00,2013-12-16 21:45:00,39.8,2.0,19.9,2013,12,16,21,51,0,57.1620879121,Hoodie,,
TSG-1257990,dd8395e42d,83,1899-12-30 00:00:00,2014-04-17 10:17:00,19.9,1.0,19.9,2014,4,17,10,16,3,113.423076923,T-Shirt,M,Black
TSG-1257992,aa079cf781,40,1989-03-15 00:00:00,2014-05-22 23:33:00,25.0,1.0,25.0,2014,5,22,23,21,3,23.9120879121,Hoodie,,
TSG-1258001,5a0af0e342,42,1986-10-19 00:00:00,2014-02-25 11:37:00,23.9,1.0,23.9,2014,2,25,11,9,1,26.3241758242,T-Shirt,M,White
TSG-1258003,f65fa55ee2,95,1974-12-12 00:00:00,2014-04-06 09:20:00,16.7,1.0,16.7,2014,4,6,9,14,6,38.217032967,T-Shirt,F,Black
TSG-1258008,5afa177151,94,1982-11-03 00:00:00,2013-06-12 15:49:00,19.9,1.0,19.9,2013,6,12,15,24,2,30.2967032967,T-Shirt,M,White
TSG-1258009,f2ae56f886,35,1955-04-05 00:00:00,2013-12-15 19:35:00,19.9,1.0,19.9,2013,12,15,19,50,6,57.9725274725,T-Shirt,M,White
TSG-1258011,7734a3ad37,6,1977-04-20 00:00:00,2013-12-21 19:22:00,23.9,1.0,23.9,2013,12,21,19,51,5,35.8543956044,T-Shirt,F,Black
TSG-1258017,8f4561e96b,34,1980-08-15 00:00:00,2014-04-19 09:41:00,39.8,2.0,19.9,2014,4,19,9,16,5,32.521978022,T-Shirt,M,Black
TSG-1258019,405ebb8076,79,1899-12-30 00:00:00,2014-09-30 14:56:00,16.7,1.0,16.7,2014,9,30,14,40,1,113.423076923,T-Shirt,F,White
TSG-1258024,edeacb8f39,10,1984-02-18 00:00:00,2014-05-02 15:22:00,19.9,1.0,19.9,2014,5,2,15,18,4,29.0,T-Shirt,M,White
TSG-1258035,edba351e59,44,1974-01-30 00:00:00,2013-06-12 16:04:00,33.4,2.0,16.7,2013,6,12,16,24,2,39.0851648352,T-Shirt,M,White
TSG-1258038,a9603c0d94,33,1953-12-07 00:00:00,2014-03-29 18:08:00,16.7,1.0,16.7,2014,3,29,18,13,5,59.3021978022,T-Shirt,M,Black
TSG-1258041,96b2bacc18,34,1994-04-12 00:00:00,2013-12-16 21:30:00,16.7,1.0,16.7,2013,12,16,21,51,0,18.8186813187,T-Shirt,F,Black
TSG-1258043,03f48b5729,83,1950-05-29 00:00:00,2013-11-12 18:17:00,16.7,1.0,16.7,2013,11,12,18,46,1,62.8406593407,T-Shirt,F,Black
